design_id,source_name,source_url,evidence_date,evidence_status,line_number,material_name_original,size_displayed,quantity_displayed,source_price_displayed,currency,earthward_variant_id,earthward_mapping_status,earthward_cost,earthward_price_input_status,notes
zhulegezhu-design-square-20260714-shouhu108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,隔片,6mm,12,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shouhu108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,兔守护神(沙金),12.3mm,1,16.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shouhu108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,6,绿松石,6mm,102,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuluxiaojin108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,碧玉,4mm,102,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuluxiaojin108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,浅晴水,6mm,6,13.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuluxiaojin108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,莲花沙金(沙金),12mm,1,15.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuluxiaojin108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,花丝莲花,10mm,1,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-zhuluxiaojin108,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,金福禄,4mm,2,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuwowuyou,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,金曜石,10mm,1,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuwowuyou,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,海蓝宝(润),10mm,1,30.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuwowuyou,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,星光粉水晶,10mm,1,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-dongfangjibai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,隔片,8mm,10,2.50,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-dongfangjibai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,青金石,6mm,5,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-dongfangjibai,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,贝珠,6mm,25,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,黑曜石,8mm,6,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,银曜石,8mm,6,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,锆石隔片,6mm,3,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,贝珠跑环,6mm,1,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,白水晶,8mm,2,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,6,贝珠,8mm,4,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,7,葫芦链,55mm,1,15.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-xuanshuangxu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,8,雪花水晶,14mm,1,18.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinriyinafu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,圆珠(钛钢),3mm,4,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinriyinafu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,碧玉（有黑点）,8mm,1,35.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinriyinafu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,淡水珍珠,8mm,10,28.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinriyinafu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,锆石隔片,6mm,4,4.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-jinriyinafu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,老山檀(沉水),8mm,8,28.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-bayue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,鸽血红草莓晶,8mm,8,9.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-bayue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,金曜石,14mm,1,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-bayue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,淡水珍珠,6mm,6,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-bayue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,转经筒,10mm,1,18.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-bayue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,羊猴守护神(沙金),12.3mm,1,16.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shuzui,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,淡水珍珠,6mm,4,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shuzui,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,石榴石,8mm,3,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shuzui,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,石榴石,5.5mm,4,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shuzui,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,缠绕隔珠,9mm,2,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-shuzui,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,十字架,12mm,1,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ganjue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,黑曜石,10mm,4,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ganjue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,花丝球,8mm,2,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ganjue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,锆石隔珠,8mm,4,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ganjue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,贝珠,10mm,4,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ganjue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,醒狮,10mm,4,3.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-ganjue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,6,延长链,25mm,2,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,白水晶,6mm,20,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,碧玉,4mm,2,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,和田玉浅晴水,6mm,6,13.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,和田玉浅晴水,8mm,1,25.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,蓝水翡翠,6mm,1,14.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,6,碧玉,6mm,1,24.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-qingjianyue,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,7,和田玉跑环,16mm,1,69.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-wuhuan,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,猴头老型珠,10mm,20,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-wuhuan,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,祥云跑环,13mm,1,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-wuhuan,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,蜜蜡老型珠 副本,11mm,1,150.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-putixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,隔片,6mm,22,2.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-putixin,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,星月菩提,8mm,22,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-junjing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,果冻粉水晶,10mm,1,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-junjing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,蓝月光,6mm,2,6.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-junjing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,锆石隔片,8mm,2,5.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-junjing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,圆珠(钛钢),3mm,33,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-junjing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,隔片,8mm,2,2.50,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-junjing,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,6,红玛瑙,6mm,6,1.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,1,葡萄石,9.5mm,2,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,2,星光粉水晶,10mm,2,12.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,3,果冻粉水晶,10mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,4,蓝月光,10mm,2,25.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,5,冰糖雪梨黄水晶,10mm,2,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,6,海纹石,10mm,2,69.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,7,紫锂辉,10mm,2,16.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,8,星星,10mm,1,8.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,9,白幽灵,10mm,2,10.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
zhulegezhu-design-square-20260714-duobaxingqiu,珠了个珠,#小程序://珠了个珠/j4zsMN0DmoU7ZZu,2026-07-14,verified-public,10,蔷薇石,10mm,2,20.00,CNY,,pending,,,来源详情页显示值；不推断为整串成本。
