"source_name","source_url","evidence_date","evidence_status","component_type","category","sub_category","name_original","name_en_suggestion","size_mm","price_visible","currency","image_evidence_url_or_screenshot","material_or_color","compatible_bead_sizes","orientation_mode","notes","production_ready"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","小蝴蝶结","","1","1","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","银色蝴蝶坠子","","1.2","1","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","双捕梦铃配件","","0.7","8","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","潘多拉吊坠","","10.6","6","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","银色蝴蝶吊坠","","1","7","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","银色蝴蝶链条","","2","9","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","银色KT猫头吊坠","","9.2","10","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","蝴蝶流苏吊坠","","3","8","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","蝴蝶结挂件","","2.5","5","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","爱心蝴蝶结配件","","10","9","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","弯管坠三叶","","3","12","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","水母","","1","8","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","玫瑰十字架","","1","2","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","蝴蝶结流苏配件","","5","9","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","做旧蝴蝶流苏","","1","5","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","狐狸滴溜","","6.3","8","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","镶锆银杏叶","","1","5.5","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","鱼尾提溜珍珠","","1","3","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","银色蝴蝶结吊坠","","1","15","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","蝴蝶结流苏","","4","8","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","五瓣花卍字符吊坠","","3","6","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","复古色莲花莲蓬吊坠","","10","8","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","pendant","accessory","银色吊坠","葫芦吊坠配件","","3","10","CNY","微信桌面端小程序“优瑞塔记珠”吊坠>银色吊坠网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","金色镂空花托","","2","0.5","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","金色花托8mm","","2","2","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","金色花托10mm","","2.5","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","银色花托","","2","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","枪黑色镶锆花托","","1.4","2.5","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","螺旋树叶花托10mm","","2","1","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","螺旋树叶花托10mm","","2","1","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","浅金色花托6mm","","2","1","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","银色花托","","1","1","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","亮银色合金花托","","2","1","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","金色镶锆花托","","3.4","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","花朵金色配件","","2.2","1","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","花朵花托","","2","2","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","枪黑色花托-反","","3","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","枪黑色花托","","3","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","枪色花托","","3","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","滴油花托","","2","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","金色四叶草满钻花托","","2","4","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","白金色花托","","3","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","白金色花托-反","","3","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"记珠","#小程序://记珠/eF6cF6jK1Ibdvpp","2026-07-13","verified-public","flower-cap","accessory","花托","白金色花托10mm","","3","3","CNY","微信桌面端小程序“优瑞塔记珠”隔断>花托网格（2026-07-13）","unspecified","","none","公开单件价；详情材质/属性待逐项采集","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白水晶","Clear Quartz","6","2.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白水晶","Clear Quartz","8","4.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白水晶","Clear Quartz","10","8.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白水晶","Clear Quartz","12","15.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白水晶","Clear Quartz","14","20.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白幽灵","White Phantom Quartz","8","6.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白幽灵","White Phantom Quartz","10","10.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白幽灵","White Phantom Quartz","12","16.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","白幽灵","White Phantom Quartz","6","3.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","薰衣草紫水晶","Lavender Amethyst","6","3.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","薰衣草紫水晶","Lavender Amethyst","8","5.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","bead","珠子","全部珠子","薰衣草紫水晶","Lavender Amethyst","10","9.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-3edf43ae-5d61-4fb6-b107-2d1b0bc961d8.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","跑环","祥云跑环","Auspicious Cloud Spacer Ring","18","6.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","未确认细分","醒狮","Awakened Lion","10","3.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","未确认细分","时来运转","Fortune Turning","30","50.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","吊坠","火柴棍","Matchstick Pendant","10","4.50","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","隔珠","十字花隔珠","Cross Flower Spacer Bead","7","8.50","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","隔珠","双面莲","Double-sided Lotus Spacer","8","3.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","吊坠","音符","Music Note Pendant","18","3.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","隔片","荷叶隔片","Lotus Leaf Spacer","8","2.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","未确认细分","时来运转","Fortune Turning","20","30.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","链子","延长链","Extension Chain","25","8.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠小程序截图；商品卡可见名称、尺寸、单价。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","隔片","荷叶隔片","Lotus Leaf Spacer","8","2.00","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","","","","用户提供的珠了个珠配饰截图；与另一张荷叶隔片卡同名、同尺寸、同价但视觉不同，未擅自合并；待进入详情确认颜色/材质。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","screenshot-verified","accessory","配饰","吊坠","火柴棍","Matchstick Pendant","10","4.50","CNY","C:\Users\Dylan\AppData\Local\Temp\codex-clipboard-06666b12-8de9-4301-ad93-1d4de20ef58e.png","疑似金色（图示，待详情确认）","","","用户提供的珠了个珠配饰截图；与另一张火柴棍卡同名、同尺寸、同价，但图示为另一种颜色（疑似金色），未擅自合并；待进入详情确认材质。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","十字架","","7","3.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","隔珠","","6","3.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","十字架","","8","3.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","十字架","","10","3.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","蕾丝隔珠","","9","10.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","铃兰","","10","12.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","交织戒隔珠","","9","6.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","财神爷","","13","10.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","雪花冰晶","","14","18.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","葫芦魔盒","","12","10.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","祥云跑环","","13","6.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","蕾丝花托 （搭配12mm珠子）","","12","5.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","蕾丝花托 （搭配12mm珠子）","","12","5.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
"珠了个珠","#小程序://珠了个珠/j4zsMN0DmoU7ZZu","2026-07-14","verified-public","accessory","配饰","全部配饰","蕾丝花托 （搭配10mm珠子）","","10","4.00","CNY","微信桌面端小程序“珠了个珠”全部配饰面板（2026-07-14；筛选结果131，卡片公开可见）","","","","微信桌面端小程序当前“全部配饰”可见卡片；名称、尺寸、单价由文本层核验；未进入细分类详情。","no"
